TopologicalNode rdfid,Substation name,Substation rdfid,Active injection (MW),Reactive injection (Mvar),Voltage (kV),Phase (degrees)
_306007174_VL_TN1,3060071,_306007174_VL,-16.2,-0.8,93.8,-12.7
_306078256_VL_TN1,3060782,_306078256_VL,-8.5,-2.2,91.5,-16.5
_306146138_VL_TN1,3061461,_306146138_VL,0,0,65.3,-17.1
_308080738_VL_TN2,3080807,_308080738_VL,-0.1,-0.3,91.1,-11.2
_308080738_VL_TN1,3080807,_308080738_VL,0,0,92.5,-10.5
_308133253_VL_TN1,3081332,_308133253_VL,0,0,64,-21.4
_308653882_VL_TN1,3086538,_308653882_VL,-19.8,-5,62.2,-23.7
_308695755_VL_TN1,3086957,_308695755_VL,0,0,63.6,-6.5
_308939873_VL_TN2,3089398,_308939873_VL,0,0,64.5,5.1
_308939873_VL_TN1,3089398,_308939873_VL,-10,-2.3,64.5,5.1
_309385734_VL_TN1,3093857,_309385734_VL,0,0,92.6,-7
_309620704_VL_TN1,3096207,_309620704_VL,-25.7,-7.7,95.1,-8.8
_309913942_VL_TN1,3099139,_309913942_VL,-47.1,-18.2,64.2,-21.3
_310213252_VL_TN1,3102132,_310213252_VL,0,0,63,-22.1
_311605192_VL_TN1,3116051,_311605192_VL,0,0,66.5,-2.3
_311643707_VL_TN1,3116437,_311643707_VL,-4,1,62.8,0.8
_311983905_VL_TN1,3119839,_311983905_VL,0,0,65.3,-2.9
_312084987_VL_TN1,3120849,_312084987_VL,-27.1,-15.2,233.6,-13.6
_312933399_VL_TN1,3129333,_312933399_VL,-1.3,-4.2,239.5,-12.1
_313159740_VL_TN2,3131597,_313159740_VL,0,0,63.5,-10.7
_313159740_VL_TN1,3131597,_313159740_VL,-3.7,-0.4,63.5,-10.8
_313659758_VL_TN1,3136597,_313659758_VL,0,0,239.7,-7.9
_314622467_VL_TN1,3146224,_314622467_VL,0,0,92.8,-13.5
_314800033_VL_TN1,3148000,_314800033_VL,-180.7,-78.5,232,-0.6
_315242895_VL_TN1,3152428,_315242895_VL,0,0,64.9,-17.7
_315496133_VL_TN1,3154961,_315496133_VL,-18.1,-5.6,65.7,-6.6
_315773088_VL_TN1,3157730,_315773088_VL,-1,2.5,159.8,-5.4
_31606642_VL_TN1,3160664,_31606642_VL,-12.1,-1.1,91.8,-13.2
_316648457_VL_TN1,3166484,_316648457_VL,0.1,-3.1,63.9,0.5
_316785830_VL_TN1,3167858,_316785830_VL,-11.1,-0.8,91.6,-18.8
_317441320_VL_TN2,3174413,_317441320_VL,-12,-4.6,63.1,-16.4
_317441320_VL_TN1,3174413,_317441320_VL,-21,-9.9,62.9,-16.5
_317506488_VL_TN1,3175064,_317506488_VL,-3.9,0.1,92.1,-13
_318507789_VL_TN1,3185077,_318507789_VL,0,0,63.8,-6.2
_319333266_VL_TN2,3193332,_319333266_VL,-12.4,-1.7,63.7,-17.7
_319333266_VL_TN1,3193332,_319333266_VL,-14.3,-3.6,63.6,-17.7
_319460788_VL_TN1,3194607,_319460788_VL,-6,4.4,64,-12.2
_320487963_VL_TN1,3204879,_320487963_VL,40.7,0.4,20.4,-1
_320488306_VL_TN1,3204883,_320488306_VL,-3,-0.1,93.9,-11.3
_320582572_VL_TN1,3205825,_320582572_VL,-14.9,-4.3,92,-11
_32074191_VL_TN1,3207419,_32074191_VL,34.9,19.8,239.5,-17.9
_320768460_VL_TN1,3207684,_320768460_VL,0,0,95.1,-27.8
_321011100_VL_TN1,3210111,_321011100_VL,-31.4,-12.5,91.5,-23.2
_321067335_VL_TN1,3210673,_321067335_VL,0,0,64.1,-23.9
_322470937_VL_TN1,3224709,_322470937_VL,-9.7,-1.3,90.7,-20.9
_32253111_VL_TN1,3225311,_32253111_VL,-22.8,-2,95,-8.6
_323744718_VL_TN1,3237447,_323744718_VL,-7,-0.3,62.8,-8.8
_324104646_VL_TN1,3241046,_324104646_VL,0,0,64.5,-18.6
_324442412_VL_TN1,3244424,_324442412_VL,-3,-0.9,63.7,-11.5
_324442412_VL_TN2,3244424,_324442412_VL,0,0,63.5,-11.7
_325729771_VL_TN2,3257297,_325729771_VL,138.1,-33.6,237.2,2
_325729771_VL_TN1,3257297,_325729771_VL,136.3,-21.4,236,2.2
_325932030_VL_TN1,3259320,_325932030_VL,-0.2,4.9,63.4,-3.3
_326015742_VL_TN1,3260157,_326015742_VL,-17.9,-4.7,63.4,-7.3
_326758882_VL_TN1,3267588,_326758882_VL,-12.9,-0.7,62.8,-7.5
_326828123_VL_TN1,3268281,_326828123_VL,0,0,64.7,-14.9
_327245158_VL_TN1,3272451,_327245158_VL,-41.6,-5.6,239.8,-10.3
_327513126_VL_TN2,3275131,_327513126_VL,-10.6,-5.8,91,-11
_327513126_VL_TN1,3275131,_327513126_VL,6.4,2.2,92.7,-9.5
_327904499_VL_TN1,3279044,_327904499_VL,0,0,237.4,-6.4
_32892379_VL_TN1,3289237,_32892379_VL,1,-2.4,239.6,-18.4
_329112150_VL_TN1,3291121,_329112150_VL,-30.5,-6.9,62.2,-19.2
_329662579_VL_TN2,3296625,_329662579_VL,0,0,408.4,-9.7
_329662579_VL_TN1,3296625,_329662579_VL,0,0,408.5,-9.7
_329830228_VL_TN2,3298302,_329830228_VL,0,0,233.9,-13.5
_330544427_VL_TN1,3305444,_330544427_VL,-36.4,-4.8,86.9,-27.5
_3317747_VL_TN1,3317747,_3317747_VL,0,0,63.8,-5.1
_331850566_VL_TN1,3318505,_331850566_VL,-15.3,-2.6,64.3,-19.5
_332168687_VL_TN1,3321686,_332168687_VL,-1.2,-0.2,63.5,-11.7
_333106730_VL_TN1,3331067,_333106730_VL,-10.9,-2.3,63.6,-10.5
_333172022_VL_TN1,3331720,_333172022_VL,0,0,90.1,-20.1
_333439093_VL_TN2,3334390,_333439093_VL,0,0,239.8,-9.4
_333648696_VL_TN1,3336486,_333648696_VL,2,0,65.1,-12.1
_334088197_VL_TN1,3340881,_334088197_VL,-10,-0.6,64.8,-6.9
_334186990_VL_TN1,3341869,_334186990_VL,0,0,91.6,-18.1
_334226263_VL_TN1,3342262,_334226263_VL,0.2,1.1,62.9,-13.8
_335090294_VL_TN1,3350902,_335090294_VL,39.4,21.8,236.9,-10.2
_335231884_VL_TN1,3352318,_335231884_VL,-30,-10.3,66.2,-12
_335813969_VL_TN1,3358139,_335813969_VL,0,0,63.8,-14.7
_336078924_VL_TN1,3360789,_336078924_VL,-7.8,-3,92.3,-6.8
_336569249_VL_TN2,3365692,_336569249_VL,-30.9,-10.2,239.1,-5.9
_336569249_VL_TN1,3365692,_336569249_VL,-14.9,-5.7,239.1,-5.9
_338239025_VL_TN1,3382390,_338239025_VL,0,0,63.8,-22.9
_338631666_VL_TN2,3386316,_338631666_VL,0,0,235.7,-20.3
_338681256_VL_TN1,3386812,_338681256_VL,0,0,94.6,-15.8
_338885951_VL_TN1,3388859,_338885951_VL,0,0,230.9,-3.9
_339283068_VL_TN1,3392830,_339283068_VL,0,0,64.5,-23.4
_33939938_VL_TN1,3393993,_33939938_VL,1,-0.7,64.4,-7
_33946520_VL_TN1,3394652,_33946520_VL,-6.7,-2.5,235.6,-20.1
_339886475_VL_TN1,3398864,_339886475_VL,0,0,93.5,-11.7
_339887824_VL_TN1,3398878,_339887824_VL,-3.5,-1,91.7,-18.1
_340305396_VL_TN2,3403053,_340305396_VL,-20.3,-6.3,241.6,-13
_340305396_VL_TN1,3403053,_340305396_VL,-55,-18,241.3,-13.1
_340492846_VL_TN1,3404928,_340492846_VL,0,0,410.6,1.7
_340700211_VL_TN2,3407002,_340700211_VL,0,0,406.9,-10.2
_340819591_VL_TN1,3408195,_340819591_VL,0,0,237.1,-13.8
_341206181_VL_TN1,3412061,_341206181_VL,-42.8,-12.4,238.2,-12.2
_342023139_VL_TN1,3420231,_342023139_VL,-24,-3.6,238.8,-11.9
_342035672_VL_TN1,3420356,_342035672_VL,0,0,64.1,-5.2
_342220343_VL_TN2,3422203,_342220343_VL,12.2,5.8,62.7,-16.1
_342220343_VL_TN1,3422203,_342220343_VL,34.1,-0.8,64.2,-3.4
_34282985_VL_TN1,3428298,_34282985_VL,-70.3,-18.3,233.3,-2.3
_342864273_VL_TN1,3428642,_342864273_VL,0,0,66.1,-16
_343146038_VL_TN1,3431460,_343146038_VL,-5.6,-1.4,64.5,-18.1
_343368158_VL_TN1,3433681,_343368158_VL,-12,-8.4,93.6,-12.7
_343713914_VL_TN1,3437139,_343713914_VL,0,0,63.7,-13
_343900973_VL_TN1,3439009,_343900973_VL,-5.3,3.2,62.2,-22.2
_344309438_VL_TN1,3443094,_344309438_VL,0,0,156.1,-16.9
_345343826_VL_TN2,3453438,_345343826_VL,0,0,21.4,-12.2
_345343826_VL_TN1,3453438,_345343826_VL,0,57.6,19.9,-12
_34571807_VL_TN2,3457180,_34571807_VL,-2.1,-1.2,240.2,-5.3
_346371234_VL_TN1,3463712,_346371234_VL,0,0,94.2,-9.5
_346749327_VL_TN1,3467493,_346749327_VL,0,0,63.1,-8.1
_346768983_VL_TN4,3467689,_346768983_VL,880.8,54.3,409.1,2.4
_346768983_VL_TN3,3467689,_346768983_VL,0,0,408.9,2.1
_346768983_VL_TN2,3467689,_346768983_VL,732.8,98.6,409.1,2.3
_346768983_VL_TN1,3467689,_346768983_VL,0,0,408.9,2.1
_34701281_VL_TN1,3470128,_34701281_VL,0,0,405.2,-0.8
_347993171_VL_TN1,3479931,_347993171_VL,0.6,-1.7,239.5,-6.2
_348069436_VL_TN1,3480694,_348069436_VL,-23.6,-9.2,62.5,-9.5
_348540534_VL_TN2,3485405,_348540534_VL,-7.6,-2,64.1,-6.9
_348700744_VL_TN1,3487007,_348700744_VL,-8.7,-2.8,64.2,-5.5
_349074160_VL_TN1,3490741,_349074160_VL,-33.9,-10.4,91.8,-28.4
_34924217_VL_TN1,3492421,_34924217_VL,-19.2,-4.8,62.8,-13
_349768921_VL_TN2,3497689,_349768921_VL,0,0,93.1,-14.1
_349768921_VL_TN1,3497689,_349768921_VL,0,0,92.9,-14.7
_349877522_VL_TN1,3498775,_349877522_VL,0,0,67.5,-2.1
_349935666_VL_TN1,3499356,_349935666_VL,-2.8,-1.1,62.5,-15.3
_349989556_VL_TN2,3499895,_349989556_VL,-1.3,3.3,63.9,-14.2
_349989556_VL_TN1,3499895,_349989556_VL,-3.2,4.1,63.8,-14.3
_350743768_VL_TN1,3507437,_350743768_VL,-12.2,-2.7,89.7,-21.9
_350872812_VL_TN1,3508728,_350872812_VL,14.9,1.1,94.4,-13.1
_352678462_VL_TN1,3526784,_352678462_VL,-10.2,-1,62.4,-15
_353116249_VL_TN1,3531162,_353116249_VL,-14.6,-0.3,64.5,-5.5
_353207242_VL_TN1,3532072,_353207242_VL,-10.5,-5.6,65.5,-5.9
_353398188_VL_TN1,3533981,_353398188_VL,-8.2,-0.4,63.2,-14.8
_353823876_VL_TN1,3538238,_353823876_VL,0,0,239.3,-11.8
_355382349_VL_TN1,3553823,_355382349_VL,0,0,64,-7.4
_355616264_VL_TN1,3556162,_355616264_VL,-2,0.6,62.3,-14
_356227819_VL_TN1,3562278,_356227819_VL,-12.5,-2.1,62.1,-30.6
_356472113_VL_TN1,3564721,_356472113_VL,0,0,143,-16.6
_356860542_VL_TN1,3568605,_356860542_VL,0.8,1.2,64.7,-22.6
_356889277_VL_TN1,3568892,_356889277_VL,0,0,20.3,-12.1
_357040713_VL_TN1,3570407,_357040713_VL,-49.3,146,240.8,0
_357050619_VL_TN2,3570506,_357050619_VL,-5,-1.5,94.7,-12.4
_357050619_VL_TN1,3570506,_357050619_VL,11.7,-7.8,94.7,-12.3
_357216477_VL_TN1,3572164,_357216477_VL,0,0,65,-20.7
_357510592_VL_TN1,3575105,_357510592_VL,-38.2,-10.4,240.1,-8.8
_357728647_VL_TN2,3577286,_357728647_VL,0,0,69.5,-5.4
_357728647_VL_TN1,3577286,_357728647_VL,0,0,69.5,-5.4
_358852134_VL_TN1,3588521,_358852134_VL,-12.8,3.8,63.9,-12.1
_358873976_VL_TN1,3588739,_358873976_VL,0,0,236.8,-19.2
_359069003_VL_TN1,3590690,_359069003_VL,0,0,92.9,-21.1
_359525071_VL_TN1,3595250,_359525071_VL,0,0,64.8,-0.3
_359933253_VL_TN1,3599332,_359933253_VL,0,0,93.4,-14.6
_360507903_VL_TN1,3605079,_360507903_VL,0,0,239.3,-1.9
_360961194_VL_TN1,3609611,_360961194_VL,-36.4,-13.4,91,-24.8
_361042879_VL_TN1,3610428,_361042879_VL,0,0,92.2,-24.1
_36166982_VL_TN1,3616698,_36166982_VL,0,0,64.2,-17.8
_361741046_VL_TN1,3617410,_361741046_VL,-34.9,-14,62.2,-8.7
_36255505_VL_TN3,3625550,_36255505_VL,-28.7,-17.7,239.3,-11.8
_36255505_VL_TN2,3625550,_36255505_VL,-28.7,-13.3,239.3,-11.8
_362598075_VL_TN1,3625980,_362598075_VL,0,0,63.5,-20.2
_362965222_VL_TN1,3629652,_362965222_VL,0,0,239.1,-7.3
_363985559_VL_TN2,3639855,_363985559_VL,0,0,402.8,-0.1
_363985559_VL_TN1,3639855,_363985559_VL,0,0,402.8,-0.1
_364161520_VL_TN1,3641615,_364161520_VL,-27.6,-9.6,62.9,-16.6
_364285184_VL_TN4,3642851,_364285184_VL,36.5,11.3,21.8,4.1
_364285184_VL_TN3,3642851,_364285184_VL,32.7,9.9,21.7,3.4
_364285184_VL_TN2,3642851,_364285184_VL,34,13.6,21.1,1.2
_364438449_VL_TN1,3644384,_364438449_VL,-16.9,-4.1,63,-10.6
_36623925_VL_TN2,3662392,_36623925_VL,0,0,62.9,-10.4
_36623925_VL_TN1,3662392,_36623925_VL,-1.8,-1.8,62.8,-10.5
_366264399_VL_TN1,3662643,_366264399_VL,0,0,64,-11.2
_366308878_VL_TN1,3663088,_366308878_VL,-11.5,-10.2,62.1,-3.6
_366721559_VL_TN1,3667215,_366721559_VL,-6,-1.1,64.4,-4.1
_367378948_VL_TN1,3673789,_367378948_VL,0,0,63.3,-11.7
_368165043_VL_TN1,3681650,_368165043_VL,0,0,400.4,-8
_368325924_VL_TN1,3683259,_368325924_VL,-75.3,-24.7,236.3,-12.4
_368553850_VL_TN1,3685538,_368553850_VL,0,0,62,-10.1
_368571627_VL_TN1,3685716,_368571627_VL,0,-0.5,240.8,-9.4
_368737660_VL_TN1,3687376,_368737660_VL,0,0,63.5,-21.1
_368893355_VL_TN2,3688933,_368893355_VL,-3.2,-4.8,92.2,-17.5
_368893355_VL_TN1,3688933,_368893355_VL,-3.3,26.9,92.8,-17.9
_369003224_VL_TN1,3690032,_369003224_VL,0,0,94.7,-10.9
_36974877_VL_TN2,3697487,_36974877_VL,0,0,239.8,-10.2
_36974877_VL_TN1,3697487,_36974877_VL,0,0,239.8,-10.2
_370345349_VL_TN1,3703453,_370345349_VL,-10,-3.7,63.5,-5.8
_370839419_VL_TN2,3708394,_370839419_VL,0,0,234.2,-2.1
_370839419_VL_TN1,3708394,_370839419_VL,-33.1,-13,233,-2.4
_371364917_VL_TN1,3713649,_371364917_VL,-10,-1.4,94.3,-23.2
_371477788_VL_TN1,3714777,_371477788_VL,1.6,0.9,242.4,1.5
_371608320_VL_TN1,3716083,_371608320_VL,-3,2.6,65.1,-18.4
_371792516_VL_TN1,3717925,_371792516_VL,-2.7,-0.1,94.8,-8
_372030151_VL_TN1,3720301,_372030151_VL,-5.5,3.2,64.7,-24
_372344339_VL_TN1,3723443,_372344339_VL,1,1.8,63.6,-7.5
_372651155_VL_TN2,3726511,_372651155_VL,-66.8,-14.6,237.5,-20.8
_373067123_VL_TN1,3730671,_373067123_VL,-6.4,-8.2,64.6,0.3
_374369589_VL_TN1,3743695,_374369589_VL,-19.8,0.1,65.5,-10
_374482597_VL_TN1,3744825,_374482597_VL,-0.5,-2.5,62.4,-19.1
_374711017_VL_TN1,3747110,_374711017_VL,-18.9,0.9,63.3,-30.8
_374720046_VL_TN1,3747200,_374720046_VL,-29.9,-6.5,96,-8.4
_376336010_VL_TN1,3763360,_376336010_VL,0,0,241.6,-10.7
_376452973_VL_TN1,3764529,_376452973_VL,-0.7,7.2,64.1,-15
_376645204_VL_TN4,3766452,_376645204_VL,813.4,70.5,227.9,4.2
_376645204_VL_TN3,3766452,_376645204_VL,880.3,47.1,227.5,4.5
_376645204_VL_TN1,3766452,_376645204_VL,871.6,33.5,226.6,8.3
_376763908_VL_TN1,3767639,_376763908_VL,0,0,61.4,-11.6
_377152125_VL_TN1,3771521,_377152125_VL,-25.7,-7.4,63.9,-5.4
_37717278_VL_TN1,3771727,_37717278_VL,0,0,63.4,-18.9
_37754789_VL_TN1,3775478,_37754789_VL,-12.4,-0.2,65,-20.4
_378333951_VL_TN1,3783339,_378333951_VL,-38.3,-16,238.5,-16.7
_378919432_VL_TN1,3789194,_378919432_VL,-6.8,0.5,65.9,-12
_379416533_VL_TN1,3794165,_379416533_VL,0,0,227.9,-3.4
_379498265_VL_TN1,3794982,_379498265_VL,19.8,7,64.8,-18
_379515897_VL_TN1,3795158,_379515897_VL,-0.3,-0.5,62.2,-13
_38059892_VL_TN2,3805989,_38059892_VL,0,0,237.6,-27.7
_380937501_VL_TN1,3809375,_380937501_VL,0,0,62.9,-13.1
_381182731_VL_TN1,3811827,_381182731_VL,0,0,62.5,-22.7
_381302064_VL_TN1,3813020,_381302064_VL,0,0,64.1,-21.1
_382686355_VL_TN1,3826863,_382686355_VL,0,0,238.1,-7.6
_382727378_VL_TN1,3827273,_382727378_VL,8.9,7.3,156.2,-21.4
_382767348_VL_TN1,3827673,_382767348_VL,-9.8,-10,237.7,-6.4
_384441465_VL_TN1,3844414,_384441465_VL,0,0,64.3,-12.2
_384456959_VL_TN1,3844569,_384456959_VL,0,0,93.2,-12.4
_384701117_VL_TN2,3847011,_384701117_VL,0,0,63.2,-7.7
_384701117_VL_TN1,3847011,_384701117_VL,-12.1,5.1,63.4,-11.5
_384844759_VL_TN1,3848447,_384844759_VL,0,0,240.3,-1.2
_385311497_VL_TN1,3853114,_385311497_VL,-22.8,-9.6,239.7,-11.2
_385421861_VL_TN1,3854218,_385421861_VL,-1,-1.1,63.4,0.8
_385810518_VL_TN2,3858105,_385810518_VL,-52.9,-22.1,237.3,-6.1
_386506195_VL_TN1,3865061,_386506195_VL,5.1,1.3,64.6,-6.9
_38671713_VL_TN1,3867171,_38671713_VL,0,0,63.8,-13
_386802887_VL_TN1,3868028,_386802887_VL,0,0,90.1,-19.9
_386825791_VL_TN1,3868257,_386825791_VL,0,0,66,-20
_387299119_VL_TN1,3872991,_387299119_VL,-8.9,-5.1,62.3,-6.1
_387395914_VL_TN1,3873959,_387395914_VL,-0.7,0,63,-22.1
_38741189_VL_TN1,3874118,_38741189_VL,-13.4,-1.1,238.5,-10.9
_387476347_VL_TN1,3874763,_387476347_VL,-6.6,-1.4,94,-11.8
_38826539_VL_TN1,3882653,_38826539_VL,-14.5,-1.9,63,-10.4
_388956421_VL_TN1,3889564,_388956421_VL,0,0,63.7,-22.7
_389130206_VL_TN1,3891302,_389130206_VL,-1,0,64.7,-4.6
_389186539_VL_TN1,3891865,_389186539_VL,-7.8,-0.6,63.7,-10.4
_389203234_VL_TN1,3892032,_389203234_VL,0,0,94.3,-10.4
_389347685_VL_TN1,3893476,_389347685_VL,0,0.8,64,-12.1
_389510709_VL_TN1,3895107,_389510709_VL,-34.2,-9.9,63.6,-19.2
_389936256_VL_TN1,3899362,_389936256_VL,0,0,62.9,-0.4
_389939868_VL_TN2,3899398,_389939868_VL,0,0,405.5,-24.4
_389939868_VL_TN1,3899398,_389939868_VL,0,0,407.3,-23.1
_390066709_VL_TN1,3900667,_390066709_VL,-8,2.2,63.1,-9.5
_390258919_VL_TN1,3902589,_390258919_VL,-8.1,2.7,65,-16.4
_390316705_VL_TN1,3903167,_390316705_VL,0,0,65.2,-20.2
_391210744_VL_TN1,3912107,_391210744_VL,0,0,65.8,-10
_391670117_VL_TN1,3916701,_391670117_VL,-15.3,-2.1,64.5,-20.7
_391670922_VL_TN1,3916709,_391670922_VL,-0.5,0,64.4,-17.7
_391686025_VL_TN1,3916860,_391686025_VL,0,0,65.2,-3.4
_392051328_VL_TN1,3920513,_392051328_VL,0,0,406.5,-7.2
_392343146_VL_TN1,3923431,_392343146_VL,-12.1,-1.3,63.7,-12
_392463540_VL_TN4,3924635,_392463540_VL,-51.1,-11.1,61.9,-16.6
_392463540_VL_TN3,3924635,_392463540_VL,-78.1,-50.1,60.9,-15.8
_392463540_VL_TN1,3924635,_392463540_VL,-43.1,-2,62.6,-16
_392550382_VL_TN1,3925503,_392550382_VL,0,0,19.1,-16.6
_393043489_VL_TN1,3930434,_393043489_VL,0,0,65.5,-1.6
_393135373_VL_TN1,3931353,_393135373_VL,0,0,63.3,-7.3
_393222192_VL_TN1,3932221,_393222192_VL,0,-1.1,64.3,-10.7
_394440466_VL_TN1,3944404,_394440466_VL,-17.1,-1.5,64.2,-8.5
_394709878_VL_TN1,3947098,_394709878_VL,-3.5,-0.5,63.8,-11.1
_395826383_VL_TN1,3958263,_395826383_VL,-23.5,-11.3,63.9,-1.2
_395915318_VL_TN1,3959153,_395915318_VL,-8.9,-4.7,64.3,-8.9
_397256568_VL_TN1,3972565,_397256568_VL,-28.2,-12,63.2,-11.1
_397327246_VL_TN1,3973272,_397327246_VL,-87,-32.7,239.8,-10.3
_397694138_VL_TN1,3976941,_397694138_VL,0,0,235.6,-7.6
_398134629_VL_TN2,3981346,_398134629_VL,-24.8,-2.4,65.5,0.4
_398371655_VL_TN1,3983716,_398371655_VL,1.7,1.1,240.2,-8.8
_398595542_VL_TN1,3985955,_398595542_VL,-5.8,1.1,95.2,-22.2
_398611008_VL_TN1,3986110,_398611008_VL,0,0,65,-10.1
_398634128_VL_TN1,3986341,_398634128_VL,0,0,64.5,-4.9
_398703181_VL_TN1,3987031,_398703181_VL,-1.9,-1.2,63.7,-20.7
_400123468_VL_TN1,4001234,_400123468_VL,-7.4,-1.7,94,-22.9
_400242253_VL_TN1,4002422,_400242253_VL,-17.5,-4.7,63.7,-9.3
_400344587_VL_TN1,4003445,_400344587_VL,0,0,233.9,-13.5
_401277752_VL_TN1,4012777,_401277752_VL,-6,0,63.3,-13.1
_401321745_VL_TN1,4013217,_401321745_VL,-20.2,-1.3,63.8,-10.7
_401640736_VL_TN1,4016407,_401640736_VL,-5.4,-2,90.6,-20.6
_401839051_VL_TN1,4018390,_401839051_VL,-6.7,-0.4,64.4,-10.7
_402031794_VL_TN1,4020317,_402031794_VL,-46.7,-14.5,63.6,-32
_402072659_VL_TN1,4020726,_402072659_VL,0,0,62.8,-24.2
_40260895_VL_TN1,4026089,_40260895_VL,-6,0,94.7,-16.3
_402652281_VL_TN1,4026522,_402652281_VL,-8.7,-7.1,63,-19.7
_402667412_VL_TN1,4026674,_402667412_VL,-27.4,-1.6,89.7,-22
_403380936_VL_TN1,4033809,_403380936_VL,0,0,394.3,-14.6
_404004804_VL_TN1,4040048,_404004804_VL,-17.9,-16.6,95.2,-10.3
_404609286_VL_TN1,4046092,_404609286_VL,-7,-4.1,61.5,-32.1
_404646573_VL_TN1,4046465,_404646573_VL,0,0,64.6,-16.1
_404774007_VL_TN1,4047740,_404774007_VL,17.3,-1.2,20.8,-19.6
_405171059_VL_TN1,4051710,_405171059_VL,0,0,236.4,-17.9
_405428850_VL_TN1,4054288,_405428850_VL,0,0,64.7,-30.7
_405575396_VL_TN1,4055753,_405575396_VL,0,0,63.9,-14.2
_405882681_VL_TN1,4058826,_405882681_VL,0,0,238.2,0.8
_406262013_VL_TN1,4062620,_406262013_VL,0,0,90.8,-24.6
_406570975_VL_TN1,4065709,_406570975_VL,-5.6,-1.9,63,1
_40688058_VL_TN2,4068805,_40688058_VL,0.3,2.7,63.8,-6.4
_40688058_VL_TN1,4068805,_40688058_VL,-9.4,-4.4,64.2,-7.4
_408638907_VL_TN1,4086389,_408638907_VL,-13.6,-0.1,94.6,-9.1
_408957131_VL_TN1,4089571,_408957131_VL,0,0,63.2,-6.2
_409471783_VL_TN2,4094717,_409471783_VL,0,0,237.2,-3.7
_409755756_VL_TN1,4097557,_409755756_VL,-9.9,-4,94.1,-8
_410285537_VL_TN1,4102855,_410285537_VL,0,0,65.1,-4.4
_410481114_VL_TN2,4104811,_410481114_VL,0,0,229.5,-8.2
_41088014_VL_TN1,4108801,_41088014_VL,-7,-2,61.9,-14.1
_410927442_VL_TN1,4109274,_410927442_VL,0,0,156.7,-16.9
_411339510_VL_TN1,4113395,_411339510_VL,0,0,63.8,-11.1
_412139250_VL_TN1,4121392,_412139250_VL,2.2,-7.1,63.7,-4.8
_41219884_VL_TN1,4121988,_41219884_VL,0,0,93.5,-10.7
_412969769_VL_TN1,4129697,_412969769_VL,0,0,239.7,2.7
_41323674_VL_TN1,4132367,_41323674_VL,-2.6,1.6,62.9,-13.4
_413866484_VL_TN1,4138664,_413866484_VL,0,0,63,-19.7
_414073856_VL_TN1,4140738,_414073856_VL,0,0,93.7,-18.5
_414775886_VL_TN1,4147758,_414775886_VL,0,0,63.6,-7.1
_414851286_VL_TN1,4148512,_414851286_VL,0,0,65.4,-5.3
_414973917_VL_TN1,4149739,_414973917_VL,0,0,65.8,-19.7
_415280500_VL_TN1,4152805,_415280500_VL,0,0,93.7,-16.7
_415282981_VL_TN1,4152829,_415282981_VL,0,0,65.9,-2.7
_41530731_VL_TN1,4153073,_41530731_VL,0,0,237.8,-12.9
_415365235_VL_TN1,4153652,_415365235_VL,0,0,236.9,-2.7
_417012131_VL_TN1,4170121,_417012131_VL,0,0,61.3,-9.9
_417244032_VL_TN1,4172440,_417244032_VL,0,0,399,-14.6
_417533244_VL_TN1,4175332,_417533244_VL,0,0,64.7,-15.7
_417849131_VL_TN1,4178491,_417849131_VL,-3.6,1.8,63.6,-11.1
_418177086_VL_TN1,4181770,_418177086_VL,0,0,93.6,-9.2
_418199869_VL_TN2,4181998,_418199869_VL,0,0,44,-3.7
_418199869_VL_TN1,4181998,_418199869_VL,0,0,42.2,-3.3
_418295633_VL_TN1,4182956,_418295633_VL,-17.3,0.1,91.5,-13
_418404565_VL_TN1,4184045,_418404565_VL,0,0,156,-16.7
_418462176_VL_TN1,4184621,_418462176_VL,-9.2,-0.5,64.6,-18.4
_418967807_VL_TN1,4189678,_418967807_VL,-4,1.9,63.4,-12.4
_419393049_VL_TN1,4193930,_419393049_VL,3,1,63.9,0.6
_419787480_VL_TN1,4197874,_419787480_VL,-20.5,-3.2,93.9,-8.6
_419946657_VL_TN2,4199466,_419946657_VL,-43.3,-11.1,64.3,-7.1
_419946657_VL_TN1,4199466,_419946657_VL,-11.7,-7.3,65.3,-5.9
_420380441_VL_TN2,4203804,_420380441_VL,0,0,236.2,-13.6
_420380441_VL_TN1,4203804,_420380441_VL,0,0,237,-12.8
_42048233_VL_TN1,4204823,_42048233_VL,17.3,11.3,235.2,-11.3
_421309916_VL_TN1,4213099,_421309916_VL,-643.1,41.1,411.7,1.7
_421460287_VL_TN1,4214602,_421460287_VL,-3,2,64,-8.4
_421929061_VL_TN2,4219290,_421929061_VL,112.1,-4.8,64.5,5.3
_421929061_VL_TN1,4219290,_421929061_VL,12,12,64.9,2.5
_422326602_VL_TN1,4223266,_422326602_VL,-6,-0.5,63,-33.5
_422579454_VL_TN2,4225794,_422579454_VL,-32.8,-1.4,62.9,-13.1
_422579454_VL_TN1,4225794,_422579454_VL,-32.8,-12,62.8,-13
_422632451_VL_TN1,4226324,_422632451_VL,0,0,63.7,0
_423345573_VL_TN1,4233455,_423345573_VL,-33.7,-11.6,63.8,-4.7
_423580473_VL_TN1,4235804,_423580473_VL,-22.6,0.3,66.1,-16.7
_42389954_VL_TN1,4238995,_42389954_VL,-15,-5.3,91,-22.7
