TopologicalNode rdfid,Substation name,Substation rdfid,Active injection (MW),Reactive injection (Mvar),Voltage (kV),Phase (degrees)
_520799936_VL_TN1,5207999,_520799936_VL,0,0,239.1,-5.8
_521194393_VL_TN1,5211943,_521194393_VL,-5.1,0.7,64.5,-7.6
_522058087_VL_TN2,5220580,_522058087_VL,-10.3,-11.6,65.6,1.2
_522058087_VL_TN1,5220580,_522058087_VL,-8.3,-11.9,65.6,1.3
_522769947_VL_TN1,5227699,_522769947_VL,-24.9,29.7,64.4,-28.7
_522769947_VL_TN3,5227699,_522769947_VL,0,0,63.7,-32.2
_523023527_VL_TN2,5230235,_523023527_VL,14,2,63.4,-12.9
_523255868_VL_TN1,5232558,_523255868_VL,-31.9,-3.3,94,-10
_523662892_VL_TN1,5236628,_523662892_VL,-11.5,1,90.9,-23.5
_523690800_VL_TN1,5236908,_523690800_VL,0,0,91.3,-24.3
_523751729_VL_TN1,5237517,_523751729_VL,0,0,95.6,-5.4
_523864361_VL_TN1,5238643,_523864361_VL,-43.5,-14,240.1,-11
_524931537_VL_TN1,5249315,_524931537_VL,0,0,63.1,-7.6
_525013901_VL_TN1,5250139,_525013901_VL,0,0,63,-10.9
_525086830_VL_TN1,5250868,_525086830_VL,-30.8,-8.3,65.2,-10.7
_525894768_VL_TN1,5258947,_525894768_VL,-19,-13.9,238.8,-4.4
_52652457_VL_TN1,5265245,_52652457_VL,0,0,227.1,-13.1
_526641886_VL_TN1,5266418,_526641886_VL,-19.5,-4.7,61.7,-4.7
_526921763_VL_TN1,5269217,_526921763_VL,0,0,64.7,-2
_527286132_VL_TN1,5272861,_527286132_VL,-55.3,-18.7,65.7,-10.5
_52755998_VL_TN1,5275599,_52755998_VL,-7,-1.4,65.3,-0.1
_527712358_VL_TN2,5277123,_527712358_VL,-12,-2.4,62.7,-16
_527712358_VL_TN1,5277123,_527712358_VL,-22,6.2,62.7,-16
_527780594_VL_TN1,5277805,_527780594_VL,0,0,64.5,-5.4
_527835822_VL_TN1,5278358,_527835822_VL,-3,-0.5,62.8,-24.2
_528911429_VL_TN1,5289114,_528911429_VL,0,1.5,93.8,-16.7
_529944871_VL_TN1,5299448,_529944871_VL,0,0,66.2,0.6
_530480369_VL_TN2,5304803,_530480369_VL,0,0,64.1,4.3
_530936560_VL_TN1,5309365,_530936560_VL,-14.9,-7,64.1,-7.5
_530981196_VL_TN2,5309811,_530981196_VL,3.1,-2,95.9,-7.8
_531255764_VL_TN1,5312557,_531255764_VL,-3.2,-7.2,64.2,-8.1
_531397637_VL_TN1,5313976,_531397637_VL,0,0,95,-9.6
_531517385_VL_TN1,5315173,_531517385_VL,-3.4,2.2,239.5,-6.2
_531563582_VL_TN2,5315635,_531563582_VL,0,0,21,-15.4
_531563582_VL_TN1,5315635,_531563582_VL,0,0,21.6,-15.1
_531762472_VL_TN1,5317624,_531762472_VL,-5.3,0.3,92.7,-12.9
_5321312_VL_TN1,5321312,_5321312_VL,-4.9,0.6,63.9,-7.5
_532224234_VL_TN1,5322242,_532224234_VL,0,0,63.4,-22.8
_532368311_VL_TN1,5323683,_532368311_VL,0,0,143,-16.6
_532509171_VL_TN1,5325091,_532509171_VL,-10.1,2.4,236.2,-9.6
_532977168_VL_TN1,5329771,_532977168_VL,-10.5,-0.5,89.3,-15.6
_533164677_VL_TN3,5331646,_533164677_VL,0,0,409.2,-5.6
_533164677_VL_TN1,5331646,_533164677_VL,0,0,409,-5.6
_534188686_VL_TN1,5341886,_534188686_VL,-5,0.9,62.3,-12.3
_534257166_VL_TN1,5342571,_534257166_VL,0,0,63.4,-7.3
_534913167_VL_TN1,5349131,_534913167_VL,0,0,63.3,-7.3
_53505716_VL_TN1,5350571,_53505716_VL,-29.7,-11.8,64.9,-19.6
_535315383_VL_TN1,5353153,_535315383_VL,-2.4,-3.5,62.1,-16.4
_535349274_VL_TN2,5353492,_535349274_VL,-140.5,-63.3,224.6,-9.5
_535368102_VL_TN1,5353681,_535368102_VL,-18.7,-11.5,92.6,-9.6
_536348438_VL_TN1,5363484,_536348438_VL,-17,-5.6,64.8,-13.3
_536662327_VL_TN2,5366623,_536662327_VL,-36.5,-36.4,241.5,-12.8
_536962147_VL_TN1,5369621,_536962147_VL,-4,0,64.3,-4.8
_538061827_VL_TN1,5380618,_538061827_VL,0,0,64.1,-14.9
_538071348_VL_TN1,5380713,_538071348_VL,-7.3,-4.1,63.6,-9
_538461501_VL_TN1,5384615,_538461501_VL,0,0,63.1,-33.6
_538593712_VL_TN1,5385937,_538593712_VL,0,0,95.1,-15.8
_538835275_VL_TN1,5388352,_538835275_VL,-65,-21.4,239.1,-11.9
_540133530_VL_TN1,5401335,_540133530_VL,-21.1,-9.8,88.7,-26.5
_54029883_VL_TN1,5402988,_54029883_VL,0,0,68,-1.5
_540401978_VL_TN1,5404019,_540401978_VL,0,0,65.9,-17.7
_540429267_VL_TN1,5404292,_540429267_VL,0,0,237.8,-2.3
_540470094_VL_TN1,5404700,_540470094_VL,0,0,65.3,-19.8
_541968775_VL_TN1,5419687,_541968775_VL,-9.8,0.3,64.1,-7.2
_541994550_VL_TN1,5419945,_541994550_VL,-15.1,0.1,65.1,-6.3
_543081343_VL_TN1,5430813,_543081343_VL,-1,-1.6,64.4,-13.8
_543109712_VL_TN1,5431097,_543109712_VL,-43.1,-29.4,233.9,-2.2
_544041255_VL_TN2,5440412,_544041255_VL,-0.4,0.1,93.7,-10.9
_544041255_VL_TN1,5440412,_544041255_VL,0,0,93.2,-11.8
_544708153_VL_TN1,5447081,_544708153_VL,-26.7,-1.4,63,-29.1
_545014568_VL_TN1,5450145,_545014568_VL,0,0,62.7,-16.1
_545515813_VL_TN2,5455158,_545515813_VL,-24,-9.6,63.1,-2.3
_545644929_VL_TN1,5456449,_545644929_VL,-19.6,-2,93.4,-10.8
_545744871_VL_TN1,5457448,_545744871_VL,0,0,93.8,-16.7
_545892618_VL_TN1,5458926,_545892618_VL,0,0,231.4,-2.6
_545976477_VL_TN1,5459764,_545976477_VL,-23.4,-3.1,64.3,-9.6
_54597792_VL_TN1,5459779,_54597792_VL,0,0,242.6,1.3
_546502095_VL_TN1,5465020,_546502095_VL,0,1,94.1,-20.3
_546958476_VL_TN1,5469584,_546958476_VL,-3,-3.8,64.8,-13.3
_547041183_VL_TN1,5470411,_547041183_VL,0,0,63.4,-1.8
_54704957_VL_TN1,5470495,_54704957_VL,-17.6,7.3,61.4,-11.6
_548263740_VL_TN2,5482637,_548263740_VL,0,0,238.6,-5.6
_548335516_VL_TN1,5483355,_548335516_VL,-1.8,-2.2,64.1,-23.9
_548480103_VL_TN1,5484801,_548480103_VL,-8.3,-3.8,63.5,-7.4
_548863360_VL_TN1,5488633,_548863360_VL,-71.7,-16,240.8,-10.3
_549360134_VL_TN1,5493601,_549360134_VL,0,0,408.4,-14.4
_549452855_VL_TN1,5494528,_549452855_VL,1,-0.5,65.4,-17.7
_549546856_VL_TN1,5495468,_549546856_VL,-28.1,-3.8,61.9,-20.7
_55002209_VL_TN1,5500220,_55002209_VL,-10.6,1.6,407.8,-6.2
_550081705_VL_TN1,5500817,_550081705_VL,-0.6,1.8,239.8,-13.4
_550601045_VL_TN1,5506010,_550601045_VL,-0.3,-0.1,94.3,-12.1
_551372861_VL_TN1,5513728,_551372861_VL,0.2,0,65.5,-9.9
_551409506_VL_TN1,5514095,_551409506_VL,-1269.8,267.6,406.8,-2.6
_551471034_VL_TN1,5514710,_551471034_VL,-3.6,-3.2,94.3,-16.2
_551715935_VL_TN1,5517159,_551715935_VL,0,0,240.9,-7.3
_551888611_VL_TN1,5518886,_551888611_VL,-8.8,0.1,63.8,-1.4
_552223819_VL_TN1,5522238,_552223819_VL,0,0,62.9,-0.3
_552575326_VL_TN3,5525753,_552575326_VL,-29.9,4.7,238.7,-10.5
_552575326_VL_TN1,5525753,_552575326_VL,0,0,239.9,-9.4
_552615306_VL_TN1,5526153,_552615306_VL,0,0,93.4,-14.6
_55298467_VL_TN2,5529846,_55298467_VL,0,0,62,-16.7
_55298467_VL_TN1,5529846,_55298467_VL,0,0,62.2,-17.2
_553009725_VL_TN1,5530097,_553009725_VL,0,0,90,-20.7
_553308888_VL_TN1,5533088,_553308888_VL,-14.9,0,63.6,-17
_553486807_VL_TN1,5534868,_553486807_VL,-10.9,-2.1,62.2,-10.1
_553535437_VL_TN1,5535354,_553535437_VL,0,0,159.7,-5.4
_553631296_VL_TN1,5536312,_553631296_VL,0,0,236.4,-4.2
_554351470_VL_TN1,5543514,_554351470_VL,0,0,234.5,-12.9
_554587847_VL_TN4,5545878,_554587847_VL,-3,9.2,409,-4.8
_554587847_VL_TN3,5545878,_554587847_VL,1245.5,8,409.7,-2.1
_554587847_VL_TN2,5545878,_554587847_VL,-14,-7.5,408.7,-4.9
_554587847_VL_TN1,5545878,_554587847_VL,-3,7.2,408.9,-4.8
_555030617_VL_TN1,5550306,_555030617_VL,0,0,64.6,-17.2
_555152982_VL_TN1,5551529,_555152982_VL,0,0,402.6,-11.5
_555423960_VL_TN1,5554239,_555423960_VL,0,0,64.6,-5.4
_556167879_VL_TN1,5561678,_556167879_VL,-6.4,-2.1,93.3,-18.7
_556666683_VL_TN1,5566666,_556666683_VL,1.3,-0.5,64.7,-15.5
_556770512_VL_TN1,5567705,_556770512_VL,-16.1,-0.8,63.7,-13
_557237062_VL_TN1,5572370,_557237062_VL,-6.9,-1.4,63.3,-8.1
_557318620_VL_TN1,5573186,_557318620_VL,-9.6,-0.2,93,-11.6
_559830542_VL_TN1,5598305,_559830542_VL,0,0,65.4,-19.7
_560017252_VL_TN1,5600172,_560017252_VL,0,0,63.8,-19.4
_561683853_VL_TN1,5616838,_561683853_VL,0,0,63.7,-19.6
_561754057_VL_TN1,5617540,_561754057_VL,2,-0.3,63.1,-21.8
_561763794_VL_TN1,5617637,_561763794_VL,0,0,22.4,-6.5
_56179864_VL_TN1,5617986,_56179864_VL,-49,-5.8,63.3,-24.1
_562198128_VL_TN1,5621981,_562198128_VL,0,0,93.8,-14.3
_5624751_VL_TN1,5624751,_5624751_VL,-6.7,1.8,90.6,-24.3
_563176602_VL_TN1,5631766,_563176602_VL,0,0,63.4,-9.4
_563377131_VL_TN1,5633771,_563377131_VL,0,0,63.2,-29.1
_563622774_VL_TN1,5636227,_563622774_VL,0,0,241.4,-5.6
_563925123_VL_TN1,5639251,_563925123_VL,-11,-3.4,95.9,-7.6
_564053352_VL_TN1,5640533,_564053352_VL,-6.5,13.1,61.9,-36.7
_56460356_VL_TN1,5646035,_56460356_VL,0,0,63.7,0
_565171437_VL_TN1,5651714,_565171437_VL,-3.9,-1.1,61.7,-24.7
_565338127_VL_TN2,5653381,_565338127_VL,-9.3,-1.1,63.1,-10.3
_565338127_VL_TN1,5653381,_565338127_VL,-6.4,-0.8,63.1,-10.3
_565541891_VL_TN1,5655418,_565541891_VL,-31.3,-4,62.9,-17.6
_565763440_VL_TN2,5657634,_565763440_VL,-26.8,-8.3,239.2,-12.6
_565763440_VL_TN1,5657634,_565763440_VL,-20.5,-6.7,239.1,-12.6
_565854867_VL_TN1,5658548,_565854867_VL,0,0,237.1,-2.2
_565945373_VL_TN1,5659453,_565945373_VL,-12.3,-0.9,63.1,-10.7
_5661123_VL_TN1,5661123,_5661123_VL,0,0,65.9,-11.8
_56636115_VL_TN1,5663611,_56636115_VL,0,0,231.5,-3.1
_566872576_VL_TN2,5668725,_566872576_VL,-23.3,-4.9,237.5,-20.7
_566958982_VL_TN2,5669589,_566958982_VL,-17.7,-4.4,94.1,-9.2
_56775105_VL_TN1,5677510,_56775105_VL,0,0,94.1,-9.2
_567838146_VL_TN1,5678381,_567838146_VL,-9.7,-3,65.1,-7.3
_567880825_VL_TN1,5678808,_567880825_VL,0,0,239.3,-5.8
_567882130_VL_TN2,5678821,_567882130_VL,-16.2,-9.1,63.2,-4.8
_567882130_VL_TN1,5678821,_567882130_VL,-37.9,-20.7,62.9,-5.2
_567956438_VL_TN1,5679564,_567956438_VL,0,0,91.8,-10.6
_568319990_VL_TN1,5683199,_568319990_VL,-5.9,-2.2,95,-22.1
_568682631_VL_TN1,5686826,_568682631_VL,-16.5,-3.8,90.8,-18.1
_56891103_VL_TN1,5689110,_56891103_VL,-24.8,-1.4,64.2,-8.5
_569208588_VL_TN1,5692085,_569208588_VL,-47.1,-14.6,64.7,-21.5
_569326181_VL_TN1,5693261,_569326181_VL,-8.1,-6.4,65.1,-10.5
_569421741_VL_TN1,5694217,_569421741_VL,-18.9,-2.2,64.7,-22.2
_569555340_VL_TN1,5695553,_569555340_VL,0,0,64.5,-12.4
_569768902_VL_TN1,5697689,_569768902_VL,-7.9,-3.2,64.3,-19.3
_570092187_VL_TN1,5700921,_570092187_VL,0,0,415,-7.9
_570246200_VL_TN1,5702462,_570246200_VL,-6,1.3,65.9,-19.8
_570497229_VL_TN1,5704972,_570497229_VL,0.2,2.8,63.8,-9.8
_570565878_VL_TN1,5705658,_570565878_VL,-4.9,-1,64.9,-6.6
_571071314_VL_TN2,5710713,_571071314_VL,0,0,241.1,-7
_571071314_VL_TN1,5710713,_571071314_VL,0,0,240.2,-6.7
_571769765_VL_TN1,5717697,_571769765_VL,1.2,-2.6,243.1,-11.5
_571780121_VL_TN2,5717801,_571780121_VL,1.1,-3.7,407.4,-17
_571780121_VL_TN1,5717801,_571780121_VL,1.1,-3.7,407.4,-17
_572007704_VL_TN1,5720077,_572007704_VL,-5,0,64.5,-7.8
_572669162_VL_TN1,5726691,_572669162_VL,-18.4,-3.9,62.7,-22.3
_572868813_VL_TN1,5728688,_572868813_VL,0,0,237.2,-16.4
_573063979_VL_TN1,5730639,_573063979_VL,-0.7,0.7,94.1,-9.8
_57372211_VL_TN1,5737221,_57372211_VL,6.4,1.2,239.7,-9
_574249564_VL_TN2,5742495,_574249564_VL,-13.2,-2.7,240.4,-8.7
_574249564_VL_TN1,5742495,_574249564_VL,-16,-2.7,241.4,-12.9
_574282029_VL_TN1,5742820,_574282029_VL,-7.6,-0.5,91,-12.7
_575095555_VL_TN1,5750955,_575095555_VL,0,0,228,-13.1
_575368517_VL_TN1,5753685,_575368517_VL,-12.8,3.7,65.8,-9.6
_575368517_VL_TN2,5753685,_575368517_VL,0,0,65.7,-9.3
_57575904_VL_TN1,5757590,_57575904_VL,0,0,91.1,-17.7
_575841187_VL_TN1,5758411,_575841187_VL,-3.6,-0.6,63.8,-13
_576053085_VL_TN1,5760530,_576053085_VL,-18.3,-3.2,63.9,-14.9
_576086269_VL_TN1,5760862,_576086269_VL,-15.6,-0.4,62.7,-29.5
_576171287_VL_TN2,5761712,_576171287_VL,-0.1,1.3,232,-14.4
_576171287_VL_TN1,5761712,_576171287_VL,-0.1,2.2,232,-14.4
_576301502_VL_TN2,5763015,_576301502_VL,15.8,-8.3,63.6,0.9
_576301502_VL_TN1,5763015,_576301502_VL,0,0,64,1.1
_576791743_VL_TN1,5767917,_576791743_VL,0,0,64.4,-20.7
_576794360_VL_TN1,5767943,_576794360_VL,6.7,-2.2,94.2,-15.3
_577219901_VL_TN1,5772199,_577219901_VL,-7,3.4,64.6,-13.9
_577829161_VL_TN1,5778291,_577829161_VL,-8.5,-7.5,64,-8.4
_577954644_VL_TN1,5779546,_577954644_VL,0,0,93.6,-18.1
_578119675_VL_TN1,5781196,_578119675_VL,-12.4,-2.3,93.6,-9
_578669289_VL_TN1,5786692,_578669289_VL,0,0,65.1,-20.5
_578811538_VL_TN1,5788115,_578811538_VL,-3.9,-0.7,61.9,-30.9
_579207184_VL_TN1,5792071,_579207184_VL,-9.9,-6.3,64.7,-5.3
_579210542_VL_TN1,5792105,_579210542_VL,0,0,236.5,-18.4
_579657093_VL_TN1,5796570,_579657093_VL,-15.9,-1.2,64.1,-26.7
_580128485_VL_TN1,5801284,_580128485_VL,0,30.2,91.9,-17.2
_581117616_VL_TN2,5811176,_581117616_VL,4.1,9.6,42,-0.5
_581406839_VL_TN2,5814068,_581406839_VL,0,0,64,-3.4
_581969833_VL_TN1,5819698,_581969833_VL,-14,-7.4,91,-15.8
_582378617_VL_TN1,5823786,_582378617_VL,-9,-5.6,61.3,-10.7
_582417841_VL_TN1,5824178,_582417841_VL,0,0,64.1,-1.4
_582601063_VL_TN1,5826010,_582601063_VL,-6,-3.1,62.8,-22.2
_582973962_VL_TN1,5829739,_582973962_VL,0,0,62,-16.7
_582978585_VL_TN1,5829785,_582978585_VL,-26.3,-10.2,88.8,-20.9
_583038781_VL_TN2,5830387,_583038781_VL,-5.9,-1.7,63.4,-3.8
_583038781_VL_TN1,5830387,_583038781_VL,-15,-4,63.8,-4.1
_583120513_VL_TN1,5831205,_583120513_VL,-6.1,-2.1,64.6,-0.9
_583288771_VL_TN1,5832887,_583288771_VL,0,0,64.7,-22.2
_583690463_VL_TN1,5836904,_583690463_VL,-3,-3,63.5,-19.9
_583736752_VL_TN1,5837367,_583736752_VL,0,0,63.6,-18.5
_584074878_VL_TN1,5840748,_584074878_VL,0,0,60.4,-20.8
_584645616_VL_TN1,5846456,_584645616_VL,0,0,89.3,-21.7
_584674008_VL_TN2,5846740,_584674008_VL,0,0,237.6,-11.8
_58491438_VL_TN1,5849143,_58491438_VL,0,0,156.1,-16.9
_585113928_VL_TN2,5851139,_585113928_VL,0,0,237.3,-16.5
_58522652_VL_TN1,5852265,_58522652_VL,-11,9.6,65.5,-18
_585298625_VL_TN1,5852986,_585298625_VL,-8,0,63.2,-11.6
_585498278_VL_TN1,5854982,_585498278_VL,0.2,-0.8,63.8,-10.1
_58554608_VL_TN1,5855460,_58554608_VL,-10.6,2.3,64.5,-8.2
_586303321_VL_TN1,5863033,_586303321_VL,0,0,63.3,-5.5
_586548659_VL_TN1,5865486,_586548659_VL,-21.6,-8.1,62.9,-9.4
_586628394_VL_TN1,5866283,_586628394_VL,0,0,402.6,-2.4
_5867217_VL_TN1,5867217,_5867217_VL,0,0,65.5,-6.6
_586810013_VL_TN1,5868100,_586810013_VL,0,0,64.1,-14.9
_587382861_VL_TN1,5873828,_587382861_VL,0,0,65.6,-19.8
_587629696_VL_TN1,5876296,_587629696_VL,0,0,235.8,-13.3
_587934070_VL_TN2,5879340,_587934070_VL,-55.3,-20.6,62.5,-15.4
_587934070_VL_TN1,5879340,_587934070_VL,-4.8,-3.5,62.9,-14.2
_588152159_VL_TN1,5881521,_588152159_VL,-101.8,-110.9,408.8,1.3
_58819754_VL_TN1,5881975,_58819754_VL,-23.7,-3.1,89.4,-21.1
_588346779_VL_TN1,5883467,_588346779_VL,-5.6,2,92.7,-15.5
_589471793_VL_TN1,5894717,_589471793_VL,-10.9,-1.8,60.5,-20.9
_59009777_VL_TN1,5900977,_59009777_VL,-4.2,3.7,93,-14.8
_5906580_VL_TN1,5906580,_5906580_VL,-2.6,0.7,94.2,-8.3
_59108460_VL_TN1,5910846,_59108460_VL,-9,5.5,64,-11
_591215002_VL_TN1,5912150,_591215002_VL,0,0,406.8,-11.8
_591318407_VL_TN2,5913184,_591318407_VL,7.5,2.2,65.8,-12.9
_591361015_VL_TN1,5913610,_591361015_VL,-14.4,-3.1,64.4,-10.3
_591469398_VL_TN1,5914693,_591469398_VL,1.9,3.4,65.2,-20.1
_591766325_VL_TN1,5917663,_591766325_VL,0,0,64.9,-12.9
_592236029_VL_TN1,5922360,_592236029_VL,-24.8,-5.7,93.7,-12
_59226386_VL_TN1,5922638,_59226386_VL,0,0,65.8,-12.9
_592873120_VL_TN1,5928731,_592873120_VL,-11.9,-2,62.6,-25.7
_592948989_VL_TN1,5929489,_592948989_VL,0,0,63.6,-11
_593369677_VL_TN1,5933696,_593369677_VL,10.6,2.2,65.9,-19
_593459842_VL_TN1,5934598,_593459842_VL,0,0,64.5,-19.6
_593530111_VL_TN1,5935301,_593530111_VL,-4,0,64.2,-0.5
_593880679_VL_TN1,5938806,_593880679_VL,-24,-12.3,65.1,-6.2
_594230151_VL_TN1,5942301,_594230151_VL,-28.5,-6.6,64,-8.1
_594259260_VL_TN1,5942592,_594259260_VL,0,0,92.1,-22
_594265920_VL_TN1,5942659,_594265920_VL,0,0,66,-12.5
_594365354_VL_TN1,5943653,_594365354_VL,-9.9,-2.5,65.4,-10.9
_594453305_VL_TN1,5944533,_594453305_VL,0,0,63.9,0.6
_594578182_VL_TN1,5945781,_594578182_VL,0,0,93.6,-23.2
_595226306_VL_TN1,5952263,_595226306_VL,-12.1,-2.1,63.9,-16.6
_595911053_VL_TN1,5959110,_595911053_VL,-1.5,-1.2,65.7,-19.5
_595965111_VL_TN1,5959651,_595965111_VL,-5,-1,93.9,-22.9
_596294467_VL_TN1,5962944,_596294467_VL,-18,0.9,63.2,-6.2
_596366509_VL_TN2,5963665,_596366509_VL,0,0,240.7,2.8
_596366509_VL_TN1,5963665,_596366509_VL,0,0,240.3,2.9
_597105668_VL_TN1,5971056,_597105668_VL,-18,-7.1,64.2,-20.9
_597485078_VL_TN1,5974850,_597485078_VL,-15.9,-13.2,94,-8
_597767283_VL_TN1,5977672,_597767283_VL,0,0,403.1,-3.3
_597945313_VL_TN1,5979453,_597945313_VL,0,0,92.2,-16.2
_598301182_VL_TN1,5983011,_598301182_VL,0,0,62.6,-2.9
_599473504_VL_TN1,5994735,_599473504_VL,0,0,65.7,0.6
_599667586_VL_TN1,5996675,_599667586_VL,-65.2,-23.2,239.3,-11.9
_600195418_VL_TN2,6001954,_600195418_VL,-10.4,-5.7,65.3,-10.4
_600333661_VL_TN2,6003336,_600333661_VL,0,0,92,-14.9
_600533047_VL_TN1,6005330,_600533047_VL,-17.8,1.2,65,-2.6
_600638999_VL_TN1,6006389,_600638999_VL,-22.5,-7.4,91.5,-18.2
_601050173_VL_TN1,6010501,_601050173_VL,-11.8,-5.4,65,-3.8
_601515516_VL_TN1,6015155,_601515516_VL,-10.1,-6.5,62.4,-8.6
_601545947_VL_TN1,6015459,_601545947_VL,-26,-6,239.7,-3.7
_602007351_VL_TN1,6020073,_602007351_VL,0,0,64.5,-19.8
_602811247_VL_TN2,6028112,_602811247_VL,-33.1,-9.5,63.1,-11.9
_603050491_VL_TN1,6030504,_603050491_VL,0,0,63.8,-14.3
_603561319_VL_TN1,6035613,_603561319_VL,-31.3,-12.2,64.2,-5.4
_603612553_VL_TN3,6036125,_603612553_VL,0,0,65.9,-3.6
_603612553_VL_TN2,6036125,_603612553_VL,0,0,65.9,-3.6
_603612553_VL_TN1,6036125,_603612553_VL,0,0,65.8,-3.7
_60472841_VL_TN1,6047284,_60472841_VL,-15,-19,63.3,-8.9
_604765279_VL_TN1,6047652,_604765279_VL,-13.1,-4.2,65.7,-4
_604958388_VL_TN2,6049583,_604958388_VL,-11.3,-4.6,236.9,-4
_604958388_VL_TN1,6049583,_604958388_VL,-7.3,-2,236.9,-4
_605286127_VL_TN1,6052861,_605286127_VL,0,0,64.3,-14.5
_605701512_VL_TN1,6057015,_605701512_VL,-1.4,4.5,64.6,-16.1
_605870155_VL_TN1,6058701,_605870155_VL,10.2,-1.5,65.8,-3.4
_60687757_VL_TN1,6068775,_60687757_VL,-27.3,-6.9,235.1,-12.8
_607050360_VL_TN1,6070503,_607050360_VL,-6.8,3.3,64.3,-21.2
_60713947_VL_TN1,6071394,_60713947_VL,-17.7,-2.3,64,-24.7
_607375283_VL_TN1,6073752,_607375283_VL,0,0,92.2,-10.3
_607892365_VL_TN1,6078923,_607892365_VL,0,0,64.5,-3.9
_608019136_VL_TN1,6080191,_608019136_VL,-0.2,0.4,65.3,-19.4
_609284108_VL_TN3,6092841,_609284108_VL,-14,-5.9,63.5,-23.7
_609284108_VL_TN2,6092841,_609284108_VL,-20,-8.4,63.5,-23.7
_609284108_VL_TN1,6092841,_609284108_VL,-11,-4.6,63.6,-23.7
_60960580_VL_TN1,6096058,_60960580_VL,-17,-2.3,65.2,-2.7
_610299451_VL_TN1,6102994,_610299451_VL,0,0,93.8,-16.7
_610409085_VL_TN1,6104090,_610409085_VL,0,0,65.2,-23
_610953907_VL_TN1,6109539,_610953907_VL,-45.4,-23,92.5,-10.9
_611087478_VL_TN1,6110874,_611087478_VL,0,0,64.7,-6.7
_611207628_VL_TN1,6112076,_611207628_VL,0,0,92.7,-11.4
_611811536_VL_TN3,6118115,_611811536_VL,0,0,236.7,-14.5
_611811536_VL_TN1,6118115,_611811536_VL,0,0,235.9,-19.2
_61232068_VL_TN1,6123206,_61232068_VL,-7.1,4.3,226.6,-3.5
_612508365_VL_TN2,6125083,_612508365_VL,15,6.9,65.8,-21.1
_61253497_VL_TN1,6125349,_61253497_VL,0,0,66,-12.1
_613002790_VL_TN1,6130027,_613002790_VL,0,0,63.8,-12.4
_613063104_VL_TN1,6130631,_613063104_VL,-6.2,-8.9,64.3,-21
_613247497_VL_TN6,6132474,_613247497_VL,-22.7,-0.5,20.2,-10.9
_613437052_VL_TN1,6134370,_613437052_VL,21.1,-1.3,20.4,-3.8
_613572842_VL_TN1,6135728,_613572842_VL,-6,1,92.9,-14
_613879501_VL_TN1,6138795,_613879501_VL,-3,3.7,64,-8.1
_614299178_VL_TN1,6142991,_614299178_VL,-15.9,-5.9,63.6,-24.4
_614341955_VL_TN2,6143419,_614341955_VL,0,0,64.2,-4
_614486134_VL_TN1,6144861,_614486134_VL,-13.5,-9,64,-13.2
_614560342_VL_TN1,6145603,_614560342_VL,-19.8,-9.4,91.1,-24
_614762512_VL_TN1,6147625,_614762512_VL,0,0,21.3,-6.4
_614816740_VL_TN1,6148167,_614816740_VL,4.7,4.3,95,-16
_615309087_VL_TN2,6153090,_615309087_VL,0,0,237.2,-5.1
_615309087_VL_TN1,6153090,_615309087_VL,0,0,237.2,-5.1
_615527544_VL_TN1,6155275,_615527544_VL,0,0,63.4,-22.4
_615712084_VL_TN1,6157120,_615712084_VL,0,0,241.5,-12.8
_61607169_VL_TN1,6160716,_61607169_VL,2.5,7.3,65.2,-18.9
_616138757_VL_TN1,6161387,_616138757_VL,-17,-0.6,94.3,-8.2
_616255247_VL_TN1,6162552,_616255247_VL,-10.4,-4.7,91.3,-22.7
_616306906_VL_TN1,6163069,_616306906_VL,13,0,65.4,-16.7
_616929250_VL_TN1,6169292,_616929250_VL,0,0,63.3,-7.7
_617057516_VL_TN1,6170575,_617057516_VL,0,0,155.6,-21.4
_617378815_VL_TN1,6173788,_617378815_VL,1.4,0.6,63.7,-19.6
_617499221_VL_TN1,6174992,_617499221_VL,-1.1,-1,62.8,-7.7
_618526591_VL_TN2,6185265,_618526591_VL,0,0,238.9,0.4
_618526591_VL_TN1,6185265,_618526591_VL,0,0,238.9,0.4
_619375613_VL_TN1,6193756,_619375613_VL,-10.7,-1,240.6,-9.3
_619925559_VL_TN1,6199255,_619925559_VL,-6.9,-2.6,63.2,-30
_620135037_VL_TN1,6201350,_620135037_VL,0,0,235.4,-15.6
_621002337_VL_TN1,6210023,_621002337_VL,0,0,64.3,-21.2
_621714975_VL_TN1,6217149,_621714975_VL,0,0,409.7,2.1
_621960646_VL_TN2,6219606,_621960646_VL,-16,-4.8,62.5,-15.4
_622639376_VL_TN1,6226393,_622639376_VL,0,0,239.2,-5.8
_623027636_VL_TN1,6230276,_623027636_VL,0,0,21.2,-2.7
_623153226_VL_TN2,6231532,_623153226_VL,-12.7,-1.2,63.9,1.3
_623191513_VL_TN1,6231915,_623191513_VL,0,0,62.6,-14.5
_623313852_VL_TN1,6233138,_623313852_VL,0,0,62.8,-21.1
_623697531_VL_TN2,6236975,_623697531_VL,-12.2,-6.2,65.1,-7.8
_623697531_VL_TN1,6236975,_623697531_VL,-5.9,-2.9,64.9,-8.2
_624016333_VL_TN2,6240163,_624016333_VL,-21,-3.8,94.6,-8.8
_624016333_VL_TN1,6240163,_624016333_VL,0,0,95.5,-8.4
